 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Município e Faixa Etária 1
Período:2020
"Município";"0 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"412535 São Jorge do Patrocínio";279;299;300;279;774;746;744;827;660;442;236;5586
"412540 São José da Boa Vista";391;393;345;345;944;834;815;916;621;367;189;6160
"412545 São José das Palmeiras";218;218;190;215;548;585;528;514;323;214;74;3627
"412550 São José dos Pinhais";26768;24973;24039;26472;58139;53005;46571;34461;21392;9587;3651;329058
"412555 São Manoel do Paraná";117;121;110;121;306;297;289;335;237;151;79;2163
"412560 São Mateus do Sul";3551;3376;3143;3444;7934;7215;6648;5391;3426;1742;835;46705
"412570 São Miguel do Iguaçu";1815;1834;1768;1805;4326;3997;3670;3651;2553;1471;686;27576
"412575 São Pedro do Iguaçu";355;358;320;327;848;800;797;765;639;435;176;5820
"412580 São Pedro do Ivaí";776;766;747;675;1661;1735;1556;1340;960;550;280;11046
"412590 São Pedro do Paraná";120;127;118;140;343;296;330;356;243;150;66;2289
"412600 São Sebastião da Amoreira";558;558;499;523;1416;1284;1186;1229;892;483;231;8859
"412610 São Tomé";362;373;377;353;897;884;823;763;489;275;154;5750
"412620 Sapopema";494;482;413;423;1151;983;994;778;557;306;141;6722
"412625 Sarandi";7130;7001;6889;7283;16370;14871;13552;11638;7627;3932;1510;97803
"412627 Saudade do Iguaçu";453;430;384;382;885;810;678;614;489;283;131;5539
"412630 Sengés";1680;1534;1337;1535;3385;2868;2603;2166;1352;636;289;19385
"412635 Serranópolis do Iguaçu";239;260;258;225;572;570;611;673;525;383;161;4477
"412640 Sertaneja";271;283;260;257;660;687;731;813;659;388;207;5216
"412650 Sertanópolis";949;962;943;1000;2421;2388;2295;2339;1678;949;489;16413
"412660 Siqueira Campos";1384;1364;1301;1369;3384;3294;3056;2648;1931;1013;505;21249
"412665 Sulina";172;169;149;157;351;413;383;458;349;222;107;2930
"412667 Tamarana";1311;1245;1088;1039;2421;2086;2051;1754;1101;638;306;15040
"412670 Tamboara";300;318;319;304;809;831;661;689;486;280;161;5158
"412680 Tapejara";1132;1136;1102;1123;2744;2471;2348;1999;1228;690;372;16345
"412690 Tapira";322;325;303;304;773;795;730;803;575;354;211;5495
"412700 Teixeira Soares";969;906;805;975;2201;1869;1677;1505;903;510;247;12567
"412710 Telêmaco Borba";6576;6263;5993;6094;13102;12449;10484;8579;5892;3010;1350;79792
"412720 Terra Boa";1020;1034;1036;1098;2700;2744;2297;2319;1516;920;516;17200
"412730 Terra Rica";1207;1200;1173;1099;2529;2465;2300;2163;1437;878;473;16924
"412740 Terra Roxa";1051;1065;1041;1111;2667;2478;2432;2440;1659;1026;552;17522
"412750 Tibagi";1876;1739;1506;1571;3463;2777;2686;2275;1513;820;381;20607
"412760 Tijucas do Sul";1388;1317;1143;1150;2825;2350;2350;2124;1321;774;342;17084
"412770 Toledo";8837;8742;8940;10123;23831;23958;19834;18073;11617;5863;2827;142645
"412780 Tomazina";477;487;448;422;1046;1151;1051;1215;817;467;226;7807
"412785 Três Barras do Paraná";886;874;761;776;1954;1756;1564;1540;1020;623;284;12038
"412788 Tunas do Paraná";1071;909;770;912;1767;1558;979;567;292;138;59;9022
"412790 Tuneiras do Oeste";576;557;521;535;1343;1179;1241;1198;714;432;237;8533
"412795 Tupãssi";487;500;469;480;1040;1050;1163;1131;905;614;282;8121
"412796 Turvo";1016;959;862;979;2233;1864;1708;1572;1052;590;260;13095
"412800 Ubiratã";1171;1210;1167;1232;3010;2977;3001;3064;2115;1228;734;20909
"412810 Umuarama";6694;6769;7126;7440;16547;18184;15902;14355;10497;5971;3015;112500
"412820 União da Vitória";4203;4107;3999;4344;9417;8435;7767;6987;4824;2527;1303;57913
"412830 Uniflor";168;175;159;149;435;397;364;343;198;153;73;2614
"412840 Uraí";627;643;616;644;1488;1554;1504;1596;1296;815;490;11273
"412853 Ventania";1031;948;855;961;2102;1883;1709;1247;754;422;164;12076
"412855 Vera Cruz do Oeste";524;524;486;475;1339;1164;1114;1117;874;551;286;8454
"412860 Verê";406;422;393;351;1020;1044;948;1106;802;473;209;7174
"412865 Virmond";295;291;263;264;572;557;562;534;397;197;90;4022
"412870 Vitorino";473;468;436;434;1137;924;887;938;600;380;182;6859
"412850 Wenceslau Braz";1358;1324;1220;1271;2936;2780;2564;2493;1909;1002;529;19386
"412880 Xambrê";320;318;299;359;755;796;728;840;587;409;219;5630
"420005 Abdon Batista";159;159;142;135;354;360;332;367;304;175;61;2548
"420010 Abelardo Luz";1515;1367;1151;1271;3007;2610;2369;2166;1454;759;291;17960
"420020 Agrolândia";854;815;749;682;1731;1783;1524;1298;832;511;234;11013
"420030 Agronômica";387;371;352;332;920;842;738;742;448;264;113;5509
"420040 Água Doce";558;526;460;463;1117;994;942;854;630;399;209;7152
"420050 Águas de Chapecó";438;408;368;367;990;1149;880;815;641;306;153;6515
"420055 Águas Frias";133;134;113;120;378;337;328;345;245;154;67;2354
"420060 Águas Mornas";328;323;305;391;1008;1018;909;1007;660;398;212;6559
"420070 Alfredo Wagner";693;645;570;618;1664;1617;1252;1396;899;506;226;10086
"420075 Alto Bela Vista";107;104;88;72;217;240;265;314;258;165;96;1926
"420080 Anchieta";373;351;295;281;795;775;730;788;648;338;183;5557
"420090 Angelina";252;259;232;234;645;698;650;759;504;317;193;4743
"420100 Anita Garibaldi";461;473;414;380;1011;920;899;975;736;435;253;6957
"420110 Anitápolis";215;218;194;168;427;422;484;487;333;181;99;3228
"420120 Antônio Carlos";555;531;502;547;1355;1298;1304;1186;697;423;215;8613
"420125 Apiúna";783;759;696;726;1806;1721;1516;1305;859;465;212;10848
"420127 Arabutã";252;248;232;206;501;591;590;587;490;394;176;4267
"420130 Araquari";3888;3384;2940;3232;7287;6396;5279;3785;2128;851;354;39524
"420140 Araranguá";4839;4689;4488;4501;10889;11530;9200;8709;5802;2926;1294;68867
"420150 Armazém";597;586;548;522;1407;1463;1102;1152;764;411;207;8759
"420160 Arroio Trinta";163;164;152;163;520;517;501;547;469;252;101;3549
"420165 Arvoredo";119;116;122;139;309;362;304;327;250;132;54;2234
"420170 Ascurra";485;482;474;484;1151;1228;1102;1106;814;443;209;7978
"420180 Atalanta";174;171;165;191;501;499;406;510;321;178;79;3195
"420190 Aurora";357;352;330;359;855;895;769;819;513;284;150;5683
"420195 Balneário Arroio do Silva";889;852;791;774;1780;1899;1636;2126;1513;864;306;13430
"420205 Balneário Barra do Sul";682;640;513;459;1264;1126;1500;1703;1734;1034;380;11035
"420200 Balneário Camboriú";7998;7685;8171;9038;21514;26087;21434;18309;14432;7622;3506;145796
"420207 Balneário Gaivota";758;711;631;584;1533;1543;1296;1733;1429;722;320;11260
"421280 Balneário Piçarras";1822;1727;1531;1484;3865;3511;3382;2974;2100;977;399;23772
"422000 Balneário Rincão";948;857;755;741;1850;1985;1645;1836;1308;761;260;12946
"420208 Bandeirante";153;153;128;109;378;342;331;403;342;206;103;2648
"420209 Barra Bonita";103;100;85;71;225;191;238;247;205;130;56;1651
"420210 Barra Velha";2316;2201;1919;1758;4689;4084;4153;3903;2872;1394;571;29860
"420213 Bela Vista do Toldo";483;452;387;436;1037;991;931;798;510;226;111;6362
"420215 Belmonte";178;176;156;136;411;413;344;363;283;175;74;2709
"420220 Benedito Novo";804;784;750;742;1753;1913;1721;1418;1042;564;284;11775
"420230 Biguaçu";4901;4619;4291;4761;11889;11335;9744;8333;5751;2638;1224;69486
"420240 Blumenau";21827;21313;21806;24242;58189;63560;52395;45463;31043;14995;7022;361855
"420243 Bocaina do Sul";243;240;211;201;536;478;457;490;356;179;97;3488
"420250 Bom Jardim da Serra";324;323;294;292;793;721;640;680;380;223;102;4772
"420253 Bom Jesus";227;214;186;169;490;490;455;385;254;122;65;3057
"420257 Bom Jesus do Oeste";127;122;106;103;282;275;287;306;274;177;80;2139
"420260 Bom Retiro";854;799;695;687;1644;1490;1234;1208;813;434;202;10060
"420245 Bombinhas";1492;1369;1259;1347;3326;3373;2930;2515;1711;736;277;20335
"420270 Botuverá";289;296;299;288;819;894;690;808;499;292;148;5322
"420280 Braço do Norte";2319;2213;2085;2355;5875;5765;4594;4352;2569;1243;506;33876
"420285 Braço do Trombudo";276;256;250;245;541;644;523;431;305;200;98;3769
"420287 Brunópolis";153;144;110;125;354;311;359;347;248;149;68;2368
"420290 Brusque";8816;8781;9351;9519;23127;26079;19203;15918;10223;4525;2147;137689
"420300 Caçador";6224;5753;5304;5784;13376;12196;10814;9386;5850;3191;1435;79313
"420310 Caibi";324;327;302;307;939;921;795;876;743;370;226;6130
"420315 Calmon";361;322;242;245;621;456;401;355;199;97;36;3335
"420320 Camboriú";7377;6621;5903;6513;16081;14365;12067;8658;4853;1905;762;85105
"420330 Campo Alegre";885;823;719;758;1725;1714;1772;1467;1162;629;327;11981
"420340 Campo Belo do Sul";520;501;431;394;997;1001;977;957;645;349;180;6952
"420350 Campo Erê";635;567;471;532;1381;1245;1030;1031;794;497;235;8418
"420360 Campos Novos";2728;2558;2314;2422;6051;5664;4862;4426;3101;1651;779;36556
"420370 Canelinha";931;885;855;968;2057;1979;1684;1459;889;470;221;12398
"420380 Canoinhas";3929;3707;3348;3557;8602;8393;7881;6901;4625;2382;1155;54480
"420325 Capão Alto";176;168;140;126;372;329;343;374;255;142;71;2496
"420390 Capinzal";1582;1467;1418;1633;3475;3542;3356;3028;1895;1124;515;23035
"420395 Capivari de Baixo";1753;1680;1636;1605;3855;4141;3304;3300;2308;1108;487;25177
"420400 Catanduvas";802;742;668;749;1777;1649;1539;1401;897;525;235;10984
"420410 Caxambu do Sul";199;197;171;159;478;504;462;563;442;256;120;3551
"420415 Celso Ramos";168;162;142;144;393;426;379;387;292;158;68;2719
"420417 Cerro Negro";203;194;157;171;464;438;452;419;296;177;97;3068
"420419 Chapadão do Lageado";248;232;188;207;487;430;407;423;237;99;48;3006
"420420 Chapecó";15715;14826;14562;15621;38363;40045;30988;26148;16349;7989;3407;224013
"420425 Cocal do Sul";883;894;868;958;2584;2918;2341;2527;1789;753;306;16821
"420430 Concórdia";4617;4447;4332;4467;10809;11925;10701;10060;7575;4268;1966;75167
"420435 Cordilheira Alta";258;256;249;260;737;808;614;579;431;232;96;4520
"420440 Coronel Freitas";538;524;501;537;1356;1548;1307;1460;1130;709;330;9940
"420445 Coronel Martins";139;136;117;130;418;336;393;403;252;163;68;2555
"420455 Correia Pinto";930;853;720;788;2076;1822;1761;1631;1091;630;251;12553
"420450 Corupá";1134;1087;1043;1042;2555;2661;2297;1916;1274;700;398;16107
"420460 Criciúma";13765;13244;13014;13685;34288;39406;28873;28266;20031;8951;3788;217311
"420470 Cunha Porã";587;579;563;661;1656;1800;1369;1656;1217;682;348;11118
"420475 Cunhataí";113;111;104;91;307;281;233;343;220;110;54;1967
"420480 Curitibanos";3091;2890;2586;2715;6218;5744;5504;4842;3409;1970;924;39893
"420490 Descanso";438;427;390;381;1136;1268;1034;1192;1060;586;280;8192
"420500 Dionísio Cerqueira";1163;1103;941;893;2354;2249;1872;1896;1698;923;453;15545
"420510 Dona Emma";322;304;277;267;643;628;570;509;355;210;101;4186
"420515 Doutor Pedrinho";295;310;286;252;609;566;532;546;370;222;127;4115
"420517 Entre Rios";268;239;189;255;596;476;397;363;221;130;84;3218
"420519 Ermo";143;140;131;122;317;305;272;269;201;110;51;2061
"420520 Erval Velho";258;267;240;223;612;600;575;619;532;333;159;4418
"420530 Faxinal dos Guedes";788;748;682;714;1729;1654;1420;1300;927;496;191;10649
"420535 Flor do Sertão";92;85;68;71;242;207;221;221;181;135;56;1579
"420540 Florianópolis";27781;26938;28397;31496;73224;92902;76503;63329;49482;26281;12493;508826
"420543 Formosa do Sul";139;134;120;132;395;338;316;391;260;175;95;2495
"420545 Forquilhinha";2055;1932;1826;1921;4775;4758;3647;3197;1927;831;342;27211
"420550 Fraiburgo";2970;2770;2516;2669;6026;5198;4933;4418;2938;1531;615;36584
"420555 Frei Rogério";119;113;95;104;297;230;276;356;214;113;53;1970
"420560 Galvão";174;161;138;144;401;385;369;432;341;165;81;2791
"420570 Garopaba";1540;1395;1256;1383;3573;3632;3816;3152;2175;1091;566;23579
"420580 Garuva";1628;1497;1307;1306;3186;2886;2358;2063;1352;643;258;18484
"420590 Gaspar";4722;4689;4751;4893;12015;12120;9660;8695;5721;2462;1065;70793
"420600 Governador Celso Ramos";793;761;721;879;2204;2224;2258;2160;1544;718;344;14606
"420610 Grão Pará";417;417;392;361;1017;1071;871;942;631;330;146;6595
"420620 Gravatal";713;689;636;609;1720;1784;1532;1667;1203;680;344;11577
"420630 Guabiruba";1542;1531;1543;1709;4378;4369;3378;2938;1888;735;371;24382
"420640 Guaraciaba";504;495;462;478;1431;1522;1301;1572;1225;677;359;10026
"420650 Guaramirim";3627;3407;3380;3547;8341;8176;6255;4764;2639;1155;506;45797
"420660 Guarujá do Sul";266;259;244;259;810;799;664;788;573;326;190;5178
"420665 Guatambú";329;311;270;263;769;749;626;618;456;224;83;4698
"420670 Herval d'Oeste";1453;1376;1332;1435;3479;3708;3114;3019;2140;1106;552;22714
"420675 Ibiam";113;104;91;93;296;288;268;297;239;120;45;1954
"420680 Ibicaré";164;164;150;175;394;434;433;483;417;246;118;3178
"420690 Ibirama";1366;1315;1239;1262;2862;3197;2657;2315;1604;834;445;19096
"420700 Içara";3970;3814;3676;3540;9358;10036;7594;7581;4757;2019;902;57247
"420710 Ilhota";1105;1068;1007;983;2420;2330;1869;1742;1076;502;257;14359
"420720 Imaruí";543;541;458;455;1277;1181;1407;1627;1262;793;404;9948
"420730 Imbituba";2709;2649;2474;2545;6464;7089;6307;6373;4851;2618;1207;45286
"420740 Imbuia";510;469;408;404;992;945;805;806;545;254;103;6241
"420750 Indaial";5041;4884;4921;5225;11833;12341;9932;8093;5054;2424;1152;70900
"420757 Iomerê";139;144;136;161;377;423;402;490;335;223;132;2962
"420760 Ipira";240;236;217;220;559;599;550;658;592;343;192;4406
"420765 Iporã do Oeste";563;537;475;453;1372;1364;1200;1274;1022;511;274;9045
"420768 Ipuaçu";782;701;615;666;1286;1012;882;715;476;299;145;7579
"420770 Ipumirim";437;423;392;430;1147;1206;1063;1052;786;472;212;7620
"420775 Iraceminha";217;212;188;215;556;518;519;599;456;303;155;3938
"420780 Irani";784;729;650;674;1692;1684;1439;1265;907;469;205;10498
"420785 Irati";101;97;86;94;289;297;251;293;206;140;55;1909
"420790 Irineópolis";920;861;770;753;1811;1744;1553;1366;796;479;236;11289
"420800 Itá";371;359;333;367;820;894;801;866;724;403;191;6129
"420810 Itaiópolis";1863;1720;1496;1505;3462;3317;3006;2492;1618;878;423;21780
"420820 Itajaí";16235;15278;14870;15688;37895;40180;31032;24579;16281;7545;3529;223112
"420830 Itapema";4577;4334;3955;4149;10950;11210;9645;8803;6027;2716;972;67338
"420840 Itapiranga";1132;1052;956;1017;2834;2910;2321;2095;1525;778;387;17007
"420845 Itapoá";1412;1295;1069;1085;2758;2647;2956;3279;2740;1434;502;21177
"420850 Ituporanga";1764;1714;1612;1689;4191;4190;3309;3293;2007;1055;531;25355
"420860 Jaborá";211;207;197;194;577;562;476;598;454;294;148;3918
"420870 Jacinto Machado";604;579;541;646;1554;1630;1379;1491;1044;596;312;10376
"420880 Jaguaruna";1292;1236;1114;1106;2876;3093;2703;2761;2351;1236;520;20288
"420890 Jaraguá do Sul";12387;11863;12258;13428;30046;33567;26857;20201;12528;5511;2527;181173
"420895 Jardinópolis";70;71;61;78;231;213;206;288;171;104;53;1546
"420900 Joaçaba";1809;1736;1706;1867;4663;5198;4261;4017;2810;1537;800;30404
"420910 Joinville";40576;38895;37909;39412;97469;102874;86403;72059;49154;22752;10155;597658
"420915 José Boiteux";427;378;320;343;848;737;594;595;399;244;122;5007
"420917 Jupiá";140;136;118;121;279;274;292;315;205;137;75;2092
"420920 Lacerdópolis";107;113;108;126;282;298;303;354;256;185;115;2247
"420930 Lages";10880;10347;9710;10227;24440;24874;21212;19449;14229;8098;3883;157349
"420940 Laguna";2836;2785;2556;2502;6498;6724;6362;6533;5036;2952;1338;46122
"420945 Lajeado Grande";65;66;63;63;213;199;180;225;188;104;52;1418
"420950 Laurentino";432;438;432;422;1205;1139;952;992;630;289;132;7063
"420960 Lauro Muller";1043;997;980;1009;2284;2623;2005;2042;1288;709;333;15313
"420970 Lebon Régis";1148;1008;844;863;1968;1604;1631;1436;935;477;201;12115
"420980 Leoberto Leal";195;178;158;174;430;468;428;440;301;145;83;3000
"420985 Lindóia do Sul";245;243;224;231;578;655;595;667;551;376;181;4546
"420990 Lontras";971;908;820;807;2016;2102;1639;1376;911;494;271;12315
"421000 Luiz Alves";1007;945;944;1065;2212;2279;1684;1402;956;395;218;13107
"421003 Luzerna";241;260;257;259;803;815;757;897;683;466;246;5684
"421005 Macieira";113;113;95;108;288;271;240;248;167;89;34;1766
"421010 Mafra";3937;3726;3442;3766;8601;8891;8306;7105;5020;2488;1279;56561
"421020 Major Gercino";236;235;212;196;522;537;466;447;299;193;111;3454
"421030 Major Vieira";640;600;524;516;1413;1211;1108;997;676;318;153;8156
"421040 Maracajá";540;531;510;461;1098;1255;914;870;733;314;152;7378
"421050 Maravilha";1597;1559;1464;1585;4253;4430;3470;3459;2281;1350;668;26116
"421055 Marema";65;71;63;79;276;226;235;298;236;129;72;1750
"421060 Massaranduba";1012;985;991;1153;2691;2750;2436;2210;1506;894;497;17125
"421070 Matos Costa";239;220;179;160;362;336;316;323;203;104;38;2480
"421080 Meleiro";413;405;382;381;1051;1097;975;1018;663;399;217;7001
"421085 Mirim Doce";146;139;110;118;342;301;319;340;227;165;76;2283
"421090 Modelo";243;236;223;274;673;626;563;600;409;239;132;4218
"421100 Mondaí";659;641;611;689;2001;2274;1702;1487;1032;531;262;11889
"421105 Monte Carlo";852;765;646;779;1674;1289;1435;1096;770;410;190;9906
"421110 Monte Castelo";643;593;505;581;1352;1202;1184;1025;671;335;178;8269
"421120 Morro da Fumaça";1319;1290;1247;1170;2907;2972;2377;2236;1496;656;277;17947
"421125 Morro Grande";169;177;173;155;448;472;344;424;298;157;71;2888
"421130 Navegantes";6911;6332;5701;5905;14449;13547;11251;9591;5964;2835;1140;83626
"421140 Nova Erechim";286;282;271;336;820;814;744;657;500;254;128;5092
"421145 Nova Itaberaba";258;254;209;227;730;598;596;666;451;225;115;4329
"421150 Nova Trento";806;822;837;908;2387;2610;1985;2005;1303;700;419;14782
"421160 Nova Veneza";918;899;879;997;2531;2585;1995;2095;1339;731;373;15342
"421165 Novo Horizonte";139;138;117;141;338;312;319;411;281;148;60;2404
"421170 Orleans";1462;1411;1348;1452;3605;3800;3274;3101;2004;1053;528;23038
"421175 Otacílio Costa";1513;1414;1292;1332;3116;2814;2634;2200;1490;816;354;18975
"421180 Ouro";419;419;425;426;1031;1075;947;1072;776;443;239;7272
"421185 Ouro Verde";151;146;131;137;352;331;292;305;190;106;66;2207
"421187 Paial";82;76;66;66;218;185;191;234;192;107;57;1474
"421189 Painel";165;159;138;143;327;306;351;304;257;139;67;2356
"421190 Palhoça";12715;11731;10862;11603;30543;29956;25556;20607;13455;5869;2375;175272
"421200 Palma Sola";577;553;474;407;1242;1100;930;917;657;354;161;7372
"421205 Palmeira";205;193;164;177;366;375;354;309;259;170;78;2650
"421210 Palmitos";901;880;809;849;2356;2392;2217;2296;1851;1058;548;16157
"421220 Papanduva";1506;1383;1190;1311;3289;3044;2575;2384;1594;742;404;19422
"421223 Paraíso";180;182;152;149;458;414;447;553;444;247;134;3360
"421225 Passo de Torres";692;627;548;608;1407;1274;1257;1294;810;383;148;9048
"421227 Passos Maia";347;308;238;256;677;545;537;514;401;204;82;4109
"421230 Paulo Lopes";510;475;434;471;1171;1173;1033;1001;695;401;205;7569
"421240 Pedras Grandes";211;213;209;202;493;630;522;612;479;244;138;3953
"421250 Penha";2395;2254;2029;2084;4907;4971;4733;4560;3129;1584;638;33284
"421260 Peritiba";117;131;120;99;312;353;321;494;415;243;155;2760
"421265 Pescaria Brava";632;633;602;597;1450;1530;1508;1520;930;542;215;10159
"421270 Petrolândia";356;349;316;295;877;856;781;933;633;331;178;5905
"421290 Pinhalzinho";1349;1294;1313;1513;3580;3719;2637;2524;1557;806;420;20712
"421300 Pinheiro Preto";203;206;208;253;567;571;459;549;310;174;96;3596
"421310 Piratuba";237;218;202;229;443;474;435;485;516;331;175;3745
"421315 Planalto Alegre";143;142;134;136;445;432;341;448;391;182;94;2888
"421320 Pomerode";2031;2039;2080;2135;5000;5914;5311;4344;2884;1495;777;34010
